Front,Back
"Define: nexus (nek-suhss)","n. a connected series; a tie or link n. the center or focus The detective pursued several corrupt police officials and so uncovered the nexus of the city's violent crime. Root: nex (from Latin nectere, meaning “to bind” or “to tie”)"
"Define: promulgate (prom-uhl-geyt)","v. to make openly known; to officially announce The governor promulgated the new building code by special courier to each of the state's municipalities. Prefix: pro- (from Latin, meaning “forward” or “forth”), Root: mulg (from Latin mulgere, meaning “to milk”), Suffix: -ate (used to form verbs)"
"Define: dross (drawss)","n. rubbish, waste, or foreign matter; impurity Fred dismissed the criticisms of his portfolio, pointing out that the gold had far outweighed the dross through his long career. Root: dross (from Old English dros, meaning “dregs”)"
"Define: demur (duh-mur)","v. to take exception; to object n. an objection Though he was essentially in favor of freedom of speech, he demurred at certain types of hate speech. Prefix: de- (from Latin, meaning “down” or “away”), Root: mur (from Latin mora, meaning “delay”)"
"Define: felicitous (fih-liss-ih-tuss)","adj. appropriate, suitable (as of a comment); well-chosen Though Zhang and Eric are nothing alike, their complementary strengths made for a felicitous pairing as lab partners. Root: felic (from Latin felicitas, meaning “happiness”), Suffix: -ous (used to form adjectives)"
"Define: veritable (ver-ih-tuh-buhl)","adj. authentic, real, true In such a moderate district, winning more than 60 percent of the vote is a veritable landslide. Root: verit (from Latin veritas, meaning “truth”), Suffix: -able (used to form adjectives)"
"Name the vocab term: v. to consider as separate v. to break away Hint: starts with “d”","dissociate synonyms: separate, detach, disjoin, disconnect, disengage It's important to dissociate your personal feelings from your professional decisions. After the argument, she chose to dissociate herself from the group."
"Fill in the blank: The ______ chords in the song created an unsettling atmosphere. Hint: Starts with “d” and means “lacking harmony or agreement”.","dissonant dissonant (diss-ih-nunt) adj. not in agreement; discordant adj. unpleasant or harsh sounding"
"Name the vocab term: v. to swell or widen Hint: starts with “d”","distend synonyms: bulge, swell, bloat, expand, inflate The balloon began to distend as more air was pumped into it. After the big meal, my stomach started to distend, making me uncomfortable."
"Fill in the blank: The process to ______ the alcohol took several hours to ensure purity. Hint: Starts with “d” and means “to purify or extract the essence of”.","distill distill (dih-still) v. to make pure v. to take out from"
"Name the vocab term: v. to deprive or dispossess v. to dispose of assets Hint: starts with “d”","divest synonyms: release, give up possession, rid, disencumber, unload The company decided to divest its non-core business units to focus on its main operations. She felt it was time to divest herself of unnecessary possessions."
"Fill in the blank: His ______ approach to politics often led to conflicts with more pragmatic colleagues. Hint: Starts with “d” and means “stubbornly attached to a theory”.","doctrinaire doctrinaire (dock-truh-nair) adj. following theory without regard for practical reality"
"Name the vocab term: v. to fill with optimism or excitement Hint: starts with “e”","elate synonyms: uplift, exalt, to make very proud or happy, inspire, thrill, elevate The news of her promotion will surely elate her family."
"Fill in the blank: The poet wrote an ______ to honor the fallen soldiers. Hint: Starts with “e” and means “a poem or song of mourning”.","elegy elegy (ell-ih-djee) n. a mournful poem or song"
"Name the vocab term: v. to make easier to understand Hint: starts with “e”","elucidate synonyms: clarify, simplify, expose, explain, illuminate The professor used diagrams to elucidate complex theories."
"Fill in the blank: The prolonged illness caused him to become ______ rapidly. Hint: Starts with “e” and means “to make abnormally thin or weak”.","emaciated emaciate (ih-mehy-shee-ehyt) v. to make or become thin"
"Name the vocab term: adj. having the effect of softening Hint: starts with “e”","emollient synonyms: relaxing, relieving, soothing, calming, pacifying The emollient cream helped soothe her dry skin."
"Fill in the blank: The politician's ______ actions raised concerns about his integrity. Hint: Starts with “v” and means “open to bribery or corruption”.","venal venal (veen-l) adj. capable of being bought or bribed; mercenary"
"Name the vocab term: n. trivial, poorly constructed verse Hint: starts with “d”","doggerel synonyms: awkward, droll, simplistic, crude, trivial His poem was more doggerel than art, lacking depth and meaning."
"Fill in the blank: The ______ hosted the church's community events. Hint: Starts with “m” and means “a clergy member's residence”.","manse manse (manss) n. a clergyman's house n. a mansion"
"Name the vocab term: n. a connected series; a tie or link n. the center or focus Hint: starts with “n”","nexus synonyms: web, union; core, connection, focal point The nexus between the two research teams led to groundbreaking discoveries. The conference served as the nexus for industry leaders to discuss innovative strategies."
"Fill in the blank: The organization will ______ the new policy at the upcoming meeting. Hint: Starts with “p” and means “to make widely known or put into effect”.","promulgate promulgate (prom-uhl-geyt) v. to make openly known; to officially announce"
"Name the vocab term: n. slag, waste, or foreign matter; impurity Hint: starts with “d”","dross synonyms: dregs, scum, waste, refuse, residue The factory removed the dross from the metal to ensure its purity."
"Fill in the blank: She decided to ______ when asked to sign the controversial petition. Hint: Starts with “d” and means “to raise objections or hesitate”.","demur demur (duh-mur) v. to take exception; to object n. an objection"
"Name the vocab term: adj. appropriate, suitable (as of a comment); well-chosen Hint: starts with “f”","felicitous synonyms: apt, fitting, favorable, timely, relevant His felicitous remarks during the ceremony made everyone feel welcomed."
"Fill in the blank: The ______ evidence presented in court changed the case's outcome. Hint: Starts with “v” and means “real or genuine”.","veritable veritable (ver-ih-tuh-buhl) adj. authentic, real, true"
"Define: impassive (im-pass-iv)","adj. showing no emotion; stoic; unmoved Who could remain impassive after such a heart-wrenching story? Prefix: im- (from Latin, meaning “not”), Root: pass (from Latin passivus, meaning “suffering” or “feeling”)"
"Define: hermetic (hur-met-ik)","adj. airtight, impervious to outside influence; isolated The tomb's hermetic seal had never been opened. Root: Hermes (from Greek mythology, referring to Hermes Trismegistus, associated with alchemy and sealed containers)"
"Define: fracas (frey-kuhs)","n. a noisy fight or quarrel In the middle of the day, a fracas between two cab drivers erupted in the street. Root: frac (from Italian fracassare, meaning “to smash” or “to crash”)"
"Define: eminence (em-ih-nunce)","n. a place of high rank Late in her career, Aida was finally recognized for achieving eminence in filmmaking. Root: emin (from Latin eminere, meaning “to stand out”), Suffix: -ence (from Latin, indicating a state or condition)"
"Define: epigram (ep-ih-gram)","n. a witty saying The comedian became famous for his instantly recognizable epigrams and one-liners. Prefix: epi- (from Greek, meaning “upon” or “at”), Root: gram (from Greek gramma, meaning “something written”)"
"Define: epitome (uh-pit-uh-mee)","n. a particularly worthy example of a class or type The salon's customers praised his work as the epitome of high-class hairstyling. Prefix: epi- (from Greek, meaning “upon”), Root: tom (from Greek temnein, meaning “to cut”)"
"Define: equanimity (ek-wuh-nim-ih-tee)","n. steadiness of mind A good leader maintains her equanimity even during a crisis. Prefix: equi- (from Latin aequus, meaning “equal”), Root: anim (from Latin animus, meaning “mind” or “spirit”), Suffix: -ity (from Latin, indicating a state or condition)"
"Define: equivocal (uh-kwiv-uh-kul)","adj. uncertain or open to interpretation The doctor's conclusion was rather equivocal, so I asked for a second opinion. Prefix: equi- (from Latin aequus, meaning “equal”), Root: voc (from Latin vocare, meaning “to call”), Suffix: -al (from Latin, forming adjectives)"
"Define: erudite (air-ya-dahyt)","adj. having profound knowledge or wisdom The erudite professor was extremely knowledgeable but difficult to understand in lectures. Prefix: e- (from Latin, meaning “out of”), Root: rud (from Latin rudis, meaning “untrained” or “rough”), Suffix: -ite (from Latin, forming adjectives)"
"Define: espouse (uh-spouz)","v. to give or take in matrimony v. to take up or adopt (e.g., a cause) Although she claims to be nonconformist, Becky merely espouses the same beliefs she has read about in various books and websites. Prefix: e- (from Latin, meaning “out of”), Root: spouse (from Latin sponsus, meaning “betrothed”)"
"Define: eradicate (ih-rad-ih-kehyt)","v. to eliminate completely The poison succeeded in eradicating all of the insects that had invaded the house. Prefix: e- (from Latin, meaning “out of”), Root: radic (from Latin radix, meaning “root”), Suffix: -ate (from Latin, forming verbs)"
"Define: estrange (ih-strange)","v. to arouse hostility in v. to remove from a group or relationship A particularly mean-spirited remark from her stepmother finally estranged Maggie from her family, and she has not been home since. Prefix: e- (from Latin, meaning “out of”), Root: strange (from Latin extraneus, meaning “foreign”)"
"Define: evanescent (ev-ih-ness-unt)","adj. tending to vanish The evanescent beauty of cherry blossoms may have inspired the respect for short-lived pleasures evident in the Japanese psyche. Prefix: e- (from Latin, meaning “out of”), Root: vanesc (from Latin vanescere, meaning “to vanish”), Suffix: -ent (from Latin, forming adjectives)"
"Define: extrinsic (ik-strin-zik)","adj. originating from the outside The parents' cheers were useful for extrinsic motivation, but the coach told the team that the drive to win must come from inside themselves. Prefix: ex- (from Latin, meaning “out of”), Root: trinsic (from Latin intrinsecus, meaning “inward”)"
"Define: exult (ig-zult)","v. to express joy or elation The winning candidate's campaign team began to exult the moment they heard the news. Prefix: ex- (from Latin, meaning “out of”), Root: ult (from Latin saltare, meaning “to leap”)"
"Define: facetious (fuh-see-shuss)","adj. humorous with a sarcastic tone The student's facetious comments were seen as disrespectful by his professor. Root: facet (from Latin facetus, meaning “witty”), Suffix: -ious (from Latin, forming adjectives)"
"Define: facile (fass-ul)","adj. done with ease adj. shallow, uncomplicated Though facile references to cooperation may inspire some workers, others remain unconvinced until their higher-ups go into specifics. Root: fac (from Latin facilis, meaning “easy”)"
"Define: rectitude (rek-tih-tood)","n. moral righteousness n. the quality of being right The priest praised him for his rectitude in the face of temptation. Root: rect (from Latin rectus, meaning “straight”), Suffix: -itude (from Latin, indicating a state or condition)"
"Define: crucible (kroo-suh-buhl)","n. a metal container made of heat resistant material n. a severe test n. a place or time characterized by powerful forces He was cast into the crucible of depression by his daughter's diagnosis. Root: cruc (from Latin crux, meaning “cross”), Suffix: -ible (from Latin, forming nouns)"
"Define: ingenue (an-je-noo)","n. a naive, innocent young woman Do you take me for an ingenue who has never been to the city? Root: gen (from Latin ingenuus, meaning “freeborn” or “noble”)"
"Name the vocab term: adj. showing no emotion; stoic; unmoved Hint: starts with “i”","impassive synonyms: apathetic, unfeeling, expressionless, emotionless, cold Despite the chaos around him, he remained impassive."
"Fill in the blank: The ______ seal ensured that no air entered the container. Hint: Starts with “h” and means “airtight or closed off”.","hermetic hermetic (hur-met-ik) adj. airtight, impervious to outside influence; isolated"
"Name the vocab term: n. a noisy fight or quarrel Hint: starts with “f”","fracas synonyms: disturbance, fight, brawl, uproar, altercation The fracas in the street drew the attention of nearby residents."
"Fill in the blank: His ______ in the field of science earned him numerous awards. Hint: Starts with “e” and means “high rank or importance”.","eminence eminence (em-ih-nunce) n. a place of high rank"
"Name the vocab term: n. a witty saying Hint: starts with “e”","epigram synonyms: quirk, joke, adage, wisecrack His witty epigram perfectly captured the absurdity of the situation."
"Fill in the blank: She is the ______ of professionalism in her field. Hint: Starts with “e” and means “a perfect example”.","epitome epitome (uh-pit-uh-mee) n. a particularly worthy example of a class or type"
"Name the vocab term: n. steadiness of mind Hint: starts with “e”","equanimity synonyms: composure, poise, calmness, serenity He handled the crisis with remarkable equanimity."
"Fill in the blank: The CEO's ______ response left many questions unanswered. Hint: Starts with “e” and means “open to more than one interpretation”.","equivocal equivocal (uh-kwiv-uh-kul) adj. uncertain or open to interpretation"
"Name the vocab term: adj. having profound knowledge or wisdom Hint: starts with “e”","erudite synonyms: educated, cultured, savvy, knowledgeable The erudite professor was a favorite among students for his deep insights."
"Fill in the blank: They decided to ______ their commitment to environmental sustainability by starting a community garden. Hint: Starts with “e” and means “to adopt or support a cause”.","espouse espouse (uh-spouz) v. to give or take in matrimony v. to take up or adopt (e.g., a cause)"
"Name the vocab term: v. to eliminate completely Hint: starts with “e”","eradicate synonyms: destroy, annihilate, eliminate, exterminate The organization aims to eradicate poverty in the community."
"Fill in the blank: His harsh comments served to ______ him from his closest friends. Hint: Starts with “e” and means “to cause to be unfriendly or alienated”.","estrange estrange (ih-strange) v. to arouse hostility in v. to remove oneself from a group or relationship"
"Name the vocab term: adj. tending to vanish Hint: starts with “e”","evanescent synonyms: transient, disappearing, vanishing, fleeting, momentary The evanescent beauty of the sunset left everyone in awe."
"Fill in the blank: The ______ factors influencing the market include global events and trends. Hint: Starts with “e” and means “not inherent or essential”.","extrinsic extrinsic (ik-strin-zik) adj. originating from the outside"
"Name the vocab term: v. to express joy or elation Hint: starts with “e”","exult synonyms: delight, jubilate, rejoice, celebrate The team began to exult after their hard-fought victory in the championship game."
"Fill in the blank: His ______ remarks during the meeting lightened the mood but also annoyed some colleagues. Hint: Starts with “f” and means “joking inappropriately about serious matters”.","facetious facetious (fuh-see-shuss) adj. humorous with a sarcastic tone"
"Name the vocab term: adj. done with ease Hint: starts with “f”","facile synonyms: effortless, simplistic, easy, superficial The athlete's facile performance made it look effortless."
"Fill in the blank: His ______ was evident in his unwavering commitment to justice. Hint: Starts with “r” and means “moral uprightness”.","rectitude rectitude (rek-tih-tood) n. moral righteousness; n. the quality of being right"
"Name the vocab term: n. a metal container made of heat resistant material Hint: starts with “c”","crucible synonyms: vessel; calamity, trial, test, challenge, ordeal The blacksmith used a crucible to melt the metal for his new creation."
"Fill in the blank: The film featured an ______ who captured everyone's hearts with her innocence. Hint: Starts with “i” and means “an innocent or naive young woman”.","ingenue ingenue (an-je-noo) n. a naive, innocent young woman"
"Define: cadge (kadj)","v. to beg or ask for; to impose on another's generosity The drunk was cadging cigarettes from strangers. Root: cadge (origin uncertain, possibly from Middle English cadge, meaning “to carry”)"
"Define: flout (flahwt)","v. to demonstrate contempt for; to mock with disdain v. to disregard, to disobey She flouted convention with her bizarre style of dress. Root: flout (from Middle English flouten, meaning “to play the flute” or “to mock”)"
"Define: ennui (ahn-wee)","n. dissatisfaction and restlessness due to boredom or apathy Go Fish could not cure our rainy-day ennui. Root: ennui (from Old French enui, meaning “annoyance” or “boredom”)"
"Define: urbanity (ur-ban-ih-tee)","n. refinement and elegance of manner; polished courtesy It was difficult not to be captivated by the palpable urbanity in everything she said. Root: urban (from Latin urbanus, meaning “of the city”)"
"Define: vicissitude (vih-siss-ih-tood)","n. a sudden, unexpected change, as in one's life John found inner strength and confronted the vicissitudes of a troubled life admirably. Root: viciss (from Latin vicis, meaning “change” or “alternation”)"
"Define: hubris (hyoo-bris)","n. arrogant presumption, excessive pride The president's hubris led to the desertion of many of his erstwhile friends who missed the humble and prudent politician they once knew. Root: hubris (from Greek hybris, meaning “excessive pride”)"
"Define: fallow (fal-owe)","adj. undeveloped (often despite the potential to be used) In the United States, some farmers are paid to leave parts of their land fallow in order to limit agricultural output. Root: fallow (from Old English fealgian, meaning “to break up land for sowing”)"
"Define: fathom (fath-um)","v. to calculate the depth of v. to comprehend I cannot even fathom the idea of giving up my child for adoption. Root: fathom (from Old English fæthm, meaning “to embrace” or “to encircle”)"
"Define: fatuous (fach-oo-us)","adj. inanely foolish Most of his peers and relations thought his dream of becoming both a doctor and astronaut was fatuous at best. Root: fatu (from Latin fatuus, meaning “foolish”)"
"Define: ferment (v. fur-ment; n. fur-ment)","v. to process sugar into alcohol organically v. to work up n. a state of excitement or turbulence The ferment into which Watson and Crick's discovery of DNA thrust the world of evolutionary biology was slow to die down. Root: ferment (from Latin fermentum, meaning “leaven” or “yeast”)"
"Define: fervent (fur-vent)","adj. filled with strong emotion Her fervent desire to help others led her to start her own charity organization with her inheritance. Root: ferv (from Latin fervere, meaning “to boil” or “to be hot”)"
"Define: fetter (fet-er)","n. a restraint v. to restrict or restrain The designer felt his creativity was fettered by his client's demands. Root: fetter (from Old English feter, meaning “chain” or “shackle”)"
"Define: garrulous (gair-uh-luss)","adj. overly talkative (esp. about unimportant topics) The woman's garrulous nature annoyed most of her coworkers. Root: garrul (from Latin garrulus, meaning “talkative”)"
"Define: gauche (goash)","adj. unsophisticated; lacking manners Linda kept to herself at her boss's cocktail party, lest she say something gauche and embarrass herself. Root: gauche (from French gauche, meaning “left” or “awkward”)"
"Define: germane (djer-mehyn)","adj. relevant to the matter at hand Kevin had a hard time finding materials that were actually germane to his project and not just tangentially related. Root: germ (from Latin germanus, meaning “related” or “pertinent”)"
"Define: glib (glihb)","adj. spoken in a smooth, unconcerned manner adj. informal to the point of being insincere The politician annoyed many journalists with his glib responses. Root: glib (from Middle Low German glibberig, meaning “slippery”)"
"Define: glutton (glut-un)","n. a person who eats to excess Johnny got in trouble so often that his professors began asking if he was a “glutton for punishment”. Root: glutt (from Latin gluttire, meaning “to swallow”)"
"Define: grandiloquent (gran-dill-ih-kwunt)","adj. extravagant and pompous in speech The grandiloquent speech did not have much substance, leaving the audience confused about its purpose. Prefix: grand (from Latin grandis, meaning “large”) Suffix: loquent (from Latin loqui, meaning “to speak”)"
"Define: gratuitous (gruh-too-ih-tuss)","adj. unwarranted or unnecessary The movie disgusted her due to its gratuitous violence, which served no plot function so far as she could tell. Root: gratuit (from Latin gratuitus, meaning “free” or “unearned”)"
"Define: gregarious (grih-gair-ee-us)","adj. outgoing and friendly adj. tending to live in communities This gregarious species of bird may be found in flocks of up to one hundred individuals. Root: greg (from Latin grex, meaning “flock” or “herd”)"
"Name the vocab term: v. to beg or ask for; to impose on another's generosity Hint: starts with “c”","cadge synonyms: hawk, mooch, scrounge, solicit The artist would often cadge a meal from friends during tough times."
"Fill in the blank: He chose to ______ the dress code by wearing jeans to the formal event. Hint: Starts with “f” and means “to openly disregard rules or norms”.","flout flout (flahwt) v. to demonstrate contempt for; to mock with disdain"
"Name the vocab term: n. dissatisfaction and restlessness due to boredom or apathy Hint: starts with “e”","ennui synonyms: tedium, weariness, disinterest, boredom, listlessness The rainy day brought a sense of ennui that made everyone feel lethargic."
"Fill in the blank: Her ______ was evident in the way she addressed every guest at the party. Hint: Starts with “u” and means “refined and courteous manner”.","urbanity urbanity (ur-ban-ih-tee) n. refinement and elegance of manner; polished courtesy"
"Name the vocab term: n. a sudden, unexpected change, as in one's life Hint: starts with “v”","vicissitude synonyms: alteration, hardship, adversity, fluctuation, change The vicissitude of the economy left many families struggling to make ends meet."
"Fill in the blank: His ______ ultimately led to his downfall, as he ignored the advice of seasoned experts. Hint: Starts with “h” and means “excessive pride or self-confidence”.","hubris hubris (hyoo-bris) n. arrogant presumption, excessive pride"
"Name the vocab term: adj. undeveloped (often despite the potential to be used) Hint: starts with “f”","fallow synonyms: neglected, inactive, vacant, unused, barren The fallow land was finally cultivated after years of neglect."
"Fill in the blank: The diver used a special device to ______ the depth of the ocean at that location. Hint: Starts with “f” and means “to understand deeply”.","fathom fathom (fath-um) v. to calculate the depth of v. to comprehend"
"Name the vocab term: adj. inanely foolish Hint: starts with “f”","fatuous synonyms: silly, frivolous, absurd, witless His fatuous assumption that he could ace the final without studying cost him his scholarship."
"Fill in the blank: As the project progressed, the team began to ______ new ideas and strategies. Hint: Starts with “f” and means “to incite or stir up trouble”.","ferment ferment (v. fur-ment; n. fur-ment) v. to process sugar into alcohol organically v. to work up n. a state of excitement or turbulence"
"Name the vocab term: adj. filled with strong emotion Hint: starts with “f”","fervent synonyms: ardent, zealous, impassioned; passionate, intense Her fervent desire to help others led her to start her own charity organization."
"Fill in the blank: The judge imposed a ______ to ensure the defendant did not leave the country. Hint: Starts with “f” and means “a restraint, or to restrict or chain”.","fetter fetter (fet-er) n. a restraint v. to restrict or restrain"
"Name the vocab term: adj. overly talkative (esp. about unimportant topics) Hint: starts with “g”","garrulous synonyms: babbling, chatty, verbose; loquacious, talkative The woman's garrulous nature annoyed most of her coworkers."
"Fill in the blank: Her ______ remarks at the dinner party made everyone feel uncomfortable. Hint: Starts with “g” and means “lacking social grace”.","gauche gauche (goash) adj. unsophisticated; lacking manners"
"Name the vocab term: adj. relevant to the matter at hand Hint: starts with “g”","germane synonyms: appropriate, applicable, befitting, pertinent, related The professor emphasized that only germane questions would be addressed during the discussion."
"Fill in the blank: His ______ remarks during the meeting failed to address the real issues at hand. Hint: Starts with “g” and means “fluent but insincere”.","glib glib (glihb) adj. spoken in a smooth, unconcerned manner adj. informal to the point of being insincere"
"Name the vocab term: n. a person who eats to excess Hint: starts with “g”","glutton synonyms: gorger, hog, overeater, devourer The glutton at the buffet piled his plate high, showing no signs of stopping."
"Fill in the blank: The politician's ______ speech was filled with flowery language but lacked substance. Hint: Starts with “g” and means “using lofty or pompous language”.","grandiloquent grandiloquent (gran-dill-ih-kwunt) adj. extravagant and pompous in speech"
"Name the vocab term: adj. unwarranted or unnecessary Hint: starts with “g”","gratuitous synonyms: unneeded, wanton, excessive, redundant The film's gratuitous violence overshadowed its otherwise compelling storyline."
"Fill in the blank: Her ______ nature made it easy for her to make friends wherever she went. Hint: Starts with “g” and means “sociable and outgoing”.","gregarious gregarious (grih-gair-ee-us) adj. outgoing and friendly adj. tending to live in communities"
"Define: guile (gahyl)","n. trickery or duplicity His offer was free of guile and meant only to be helpful. Root: guile (from Old French guile, meaning “deceit” or “trickery”)"
"Define: hyperbole (hahy-pur-buh-lee)","n. exaggeration The statement that “I'm so hungry, I could eat a cow,” is hyperbole and not meant to be taken literally. Prefix: hyper- (from Greek hyper, meaning “over” or “beyond”); Root: bole (from Greek ballein, meaning “to throw”)"
"Define: iconoclast (eye-con-uh-klast)","n. one who challenges generally accepted beliefs and traditions The iconoclasts who upended Britain's post-war consensus took a much harder line against unions than had been the norm. Root: icon (from Greek eikon, meaning “image” or “likeness”); Suffix: -clast (from Greek klastes, meaning “breaker”)"
"Define: idiosyncrasy (id-ee-owe-sing-kruh-see)","n. a peculiar way of behaving or thinking His obsession with removing his shoes the moment they got wet was one of his many idiosyncrasies. Prefix: idio- (from Greek idios, meaning “own” or “peculiar”); Root: syn (from Greek syn, meaning “together”); Suffix: -crasy (from Greek krasis, meaning “mixture”)"
"Define: idyll (ahyd-ul)","n. a scene of simple and tranquil nature n. a short poem about such a scene Her favorite poems are idylls about the joys of life in the country. Root: idyll (from Greek eidyllion, meaning “little picture” or “form”)"
"Define: immutable (ih-mew-tuh-bull)","adj. not susceptible to change The actors knew that once the director made a decision about a scene, it was immutable and not open to debate. Prefix: im- (from Latin in, meaning “not”); Root: mutable (from Latin mutabilis, meaning “changeable”)"
"Define: imperious (im-peer-ee-us)","adj. proud and arrogant The actress replied to her manager's concerns with an imperious wave of her hand. Prefix: im- (from Latin in, meaning “in” or “on”); Root: per (from Latin parare, meaning “to prepare”); Suffix: -ious (forming adjectives, meaning “having the qualities of”)"
"Define: impetuous (im-pech-oo-us)","adj. hasty and lacking in thought His impetuous and eager nature led him to take on more projects than he could realistically complete. Prefix: im- (from Latin in, meaning “in” or “on”); Root: pet (from Latin petere, meaning “to seek” or “to go to”); Suffix: -uous (forming adjectives, meaning “having the quality of”)"
"Define: impetus (im-pih-tuss)","n. a force that encourages or pushes forward a certain activity n. a force that moves an object The sudden publicity around the violence in India gave impetus to the campaign to end the conflict through international mediation. Prefix: im- (from Latin in, meaning “in” or “on”); Root: petus (from Latin petere, meaning “to seek” or “to go to”)"
"Define: implacable (im-plack-ih-bull)","adj. impossible to calm or satisfy According to my mother, I was an implacable baby who often kept her up through the night. Prefix: im- (from Latin in, meaning “not”); Root: plac (from Latin placare, meaning “to please” or “to appease”); Suffix: -able (forming adjectives, meaning “capable of”)"
"Define: inert (in-urt)","adj. not able to move adj. having no energy or interest adj. chemically inactive After hours at the gym, Luke could only lie about the house, inert and exhausted. Prefix: in- (from Latin in, meaning “not”); Root: ert (from Latin ars, meaning “skill” or “art”)"
"Define: infallible (in-fal-ih-bull)","adj. incapable of error Many of the actor's fans considered him infallible, so it was shocking when his latest film was widely panned. Prefix: in- (from Latin in, meaning “not”); Root: fall (from Latin fallere, meaning “to deceive”); Suffix: -ible (forming adjectives, meaning “capable of”)"
"Define: ingenuous (in-djehn-you-us)","adj. unable to mask feelings adj. lacking worldliness; innocent and unsuspecting Kate was too ingenuous to realize that accepting a ride from a stranger might be a bad idea. Prefix: in- (from Latin in, meaning “in” or “on”); Root: genu (from Latin gignere, meaning “to beget”); Suffix: -ous (forming adjectives, meaning “having the quality of”)"
"Define: iniquitous (ih-nick-wih-tuss)","adj. wicked or unjust The villain's iniquitous plan was fortunately foiled again by the hero. Prefix: in- (from Latin in, meaning “not”); Root: iquit (from Latin aequus, meaning “equal” or “just”); Suffix: -ous (forming adjectives, meaning “having the quality of”)"
"Define: innocuous (ih-nock-you-us)","adj. not likely to injure or harm adj. not controversial adj. uninspiring or uninteresting This insect looks dangerous and frightening but is actually innocuous. Prefix: in- (from Latin in, meaning “not”); Root: nocu (from Latin nocere, meaning “to harm”); Suffix: -ous (forming adjectives, meaning “having the quality of”)"
"Define: inoculate (ih-nock-yuh-late)","v. to vaccinate; to introduce an idea/attitude into the mind of In most states, children must be inoculated against common diseases before they enter public school. Prefix: in- (from Latin in, meaning “in” or “on”); Root: ocul (from Latin oculus, meaning “eye”); Suffix: -ate (forming verbs, meaning “to make”)"
"Define: insolence (in-suh-lunce)","n. rudeness; a lack of respect When she could no longer stand the child's insolence, the babysitter called his parents to complain. Prefix: in- (from Latin in, meaning “not”); Root: solent (from Latin solere, meaning “to be accustomed”); Suffix: -ence (forming nouns, meaning “state or quality of”)"
"Define: insular (in-suh-lurr)","adj. limited in outlook adj. physically or emotionally removed from others Having grown up in a small, insular town her whole life, Linda longed to move to a big city. Root: insul (from Latin insula, meaning “island”); Suffix: -ar (forming adjectives, meaning “relating to”)"
