Front,Back
"Name the vocab term: adj. blocking all light adj. hard to understand Hint: starts with “o”","opaque synonyms: blurred, darkened, lusterless; baffling, cryptic, clouded, unclear, ambiguous The opaque curtains kept the room completely dark even during midday. His explanation was so opaque that no one in the class could follow his logic."
"Fill in the blank: The job offer came at an ________ moment, just as she was considering a career change. Hint: Starts with “o” and means “timely or well-chosen”.","opportune opportune (opp-er-tune) adj. happening under fitting circumstances"
"Name the vocab term: adj. more than necessary; unnecessary Hint: starts with “s”","superfluous synonyms: extra, excessive, overdone, redundant, unnecessary, surplus Her apology seemed superfluous, as the issue had already been resolved."
"Fill in the blank: The new law will ________ the outdated regulations next year. Hint: Starts with “s” and means “to replace or take the place of”.","supersede supersede (sue-per-seed) v. to substitute; to take precedence over"
"Name the vocab term: v. to replace Hint: starts with “s”","supplant synonyms: substitute, usurp, replace, displace As technology evolves, new devices continually supplant older models in the market."
"Fill in the blank: The villagers ________ for rain during the prolonged drought. Hint: Starts with “s” and means “to beg or pray earnestly”.","supplicated supplicate (sup-lih-kate) v. to humbly ask"
"Name the vocab term: v. to overcome v. to rise above Hint: starts with “s”","surmount synonyms: vanquish, transcend, overcome, rise above, conquer She managed to surmount all obstacles and graduate at the top of her class. The athlete's determination allowed him to surmount his previous records."
"Fill in the blank: Their ________ meeting was held late at night to avoid detection. Hint: Starts with “s” and means “done secretly or stealthily”.","surreptitious surreptitious (ser-up-tish-us) adj. secretive"
"Name the vocab term: adj. related to a relationship between two or more organisms living together Hint: starts with “s”","symbiotic synonyms: coactive, harmonious, joining, interdependent, collaborative, mutual The symbiotic relationship between the bees and flowers benefits both species."
"Fill in the blank: The ________ is crucial for transmitting signals between neurons in the brain. Hint: Starts with “s” and means “a junction between nerve cells”.","synapse synapse (sin-apse) n. the small gap between the cells of nerves"
"Name the vocab term: adj. operating at the same time or at the same rate Hint: starts with “s”","synchronous synonyms: concurrent, simultaneous, coordinated, aligned, parallel The dancers moved in synchronous harmony, perfectly in sync with the music."
"Fill in the blank: There was a ________ understanding between them, even though no words were exchanged. Hint: Starts with “t” and means “understood without being stated”.","tacit tacit (tass-it) adj. implied or unspoken"
"Name the vocab term: adj. tending to be silent; quiet Hint: starts with “t”","taciturn synonyms: aloof, silent, mum, reserved, reticent, quiet He remained taciturn throughout the meeting, preferring to listen rather than speak."
"Fill in the blank: His careless remarks only ________ the tense situation. Hint: Starts with “e” and means “made worse or more severe”.","exacerbated exacerbate (ig-zass-er-bate) v. to make worse"
"Name the vocab term: v. to forcibly obtain Hint: starts with “e”","exact synonyms: claim, take, demand, require, impose The conqueror exacted heavy taxes from the subdued population."
"Fill in the blank: New evidence helped to ________ the accused of all charges. Hint: Starts with “e” and means “to clear from blame”.","exculpate exculpate (ek-skull-pate) v. to free from blame"
"Name the vocab term: v. to urge by strong appeal Hint: starts with “e”","exhort synonyms: warn, beseech, encourage, urge, implore The coach exhorted his team to give their best performance during the final match."
"Fill in the blank: The ________ nature of the patient's condition required immediate medical intervention. Hint: Starts with “e” and means “urgent or requiring immediate action”.","exigent exigent (ek-suh-djunt) adj. requiring immediate attention; pressing, demanding"
"Define: exonerate (ig-zawn-ih-rate)","v. to clear of blame, guilt, or burden Though the defendant had clearly done something wrong, the court had no choice but to exonerate her on the present charges. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: oner (from Latin onus, meaning “burden”)"
"Define: expedient (ek-spee-dee-unt)","adj. beneficial for one's goal n. a hastily prepared solution to a sudden problem The politician tended to bring up his humble origins when it was politically expedient. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: ped (from Latin pes, meaning “foot”)"
"Define: expedite (ek-spuh-dahyt)","v. to speed up For an extra fee, the post office can expedite your package's delivery. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: ped (from Latin pes, meaning “foot”)"
"Define: expiate (ek-spee-ate)","v. to atone for After destroying his friend's car, Jim hoped the fruit basket he sent would expiate his guilt. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: pi (from Latin piare, meaning “to atone”)"
"Define: extemporaneous (ik-stem-puh-ray-nee-us)","adj. made up on the spot, ad-libbed To be a news anchor, she would have to improve her extemporaneous speaking skills. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: tempor (from Latin tempus, meaning “time”)"
"Define: extol (ik-stole)","v. to praise Melinda was often heard extolling her daughter's many talents. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: tol (from Latin tollere, meaning “to raise”)"
"Define: extrapolate (ek-strap-ih-late)","v. to make a guess based on facts Pete figured it was possible to extrapolate her personality from her Facebook profile. Prefix: extra- (from Latin, meaning “outside” or “beyond”); Root: pol (from Latin polire, meaning “to polish”)"
"Define: extricate (ek-strih-kate)","v. to disentangle, to break free from It was heartbreaking to watch the butterfly struggle in vain to extricate itself from the spider web. Prefix: ex- (from Latin, meaning “out of” or “from”); Root: tric (from Latin tricae, meaning “perplexities”)"
"Define: churl (churl)","n. a rude person n. a cheap person I had been waiting in line for hours when some churl tried to cut in front of me. Root: ceorl (from Old English, meaning “man of low rank”)"
"Define: circuitous (sir-cue-ih-tuss)","adj. roundabout Because of the traffic accident, we had to take a circuitous route to the bank. Root: circuit (from Latin circuitus, meaning “a going around”); Suffix: -ous (forming adjectives, meaning “full of”)"
"Define circumscribe (sir-come-skrahyb)","v. to draw or contain in a circle v. to limit or restrain I believe our government's actions are circumscribed by financial interests as well as moral imperatives. Prefix: circum- (from Latin, meaning “around”); Root: scribe (from Latin scribere, meaning “to write”)"
"Define: circumspect (sir-come-spekt)","adj. prudent; cautious Though her mother's boyfriend attempted to win affection with toys and treats, Elise remained circumspect around him. Prefix: circum- (from Latin, meaning “around”); Root: spect (from Latin specere, meaning “to look”)"
"Define: circumvent (sir-kum-vent)","v. to get around an obstacle She managed to circumvent security and approached her favorite actor backstage. Prefix: circum- (from Latin, meaning “around”); Root: vent (from Latin venire, meaning “to come”)"
"Define: cleave (kleev)","v. to cut off with force v. to be loyal to v. to develop an emotional bond with She vowed that even when tempted she would cleave to her principles. Root: cleofan (from Old English, meaning “to split” or “to adhere”)"
"Define: cloister (cloy-stur)","v. to isolate n. a place for religious isolation The boy's parents tended to cloister him from the harsher realities of the world. Root: cloist (from Latin claustrum, meaning “enclosure”)"
"Define: coagulate (koh-ag-yuh-late)","v. to clot or solidify The poorly-made syrup began to coagulate on the pancakes after a few minutes. Prefix: co- (from Latin, meaning “together”); Root: ag (from Latin agere, meaning “to drive”)"
"Define: coalesce (koh-ih-less)","v. to come together to form a single unit Our county's many poverty initiatives are too different to coalesce into an effective whole. Prefix: co- (from Latin, meaning “together”); Root: alesc (from Latin alescere, meaning “to grow”)"
"Define: cogent (koh-djunt)","adj. clear and convincing adj. relevant We won the debate because the other team was unable to mount a cogent counter argument. Root: cog (from Latin cogere, meaning “to drive together”)"
"Define: cohere (koh-heer)","v. to be logically connected to v. to stick to each other These short stories are quite charming when taken separately, but they will not cohere if published together as a collection. Prefix: co- (from Latin, meaning “together”); Root: here (from Latin haerere, meaning “to stick”)"
"Define: intransigent (in-tran-suh-junt)","adj. unwilling to compromise The government remained intransigent despite the people's protest. Prefix: in- (from Latin, meaning “not”); Root: transig (from Latin transigere, meaning “to come to an agreement”); Suffix: -ent (forming adjectives, meaning “performing or causing an action”)"
"Name the vocab term: v. to clear of blame or guilt Hint: starts with “e”","exonerate synonyms: absolve, acquit, vindicate, clear, exculpate, discharge The new evidence exonerated the defendant, proving he had no involvement in the crime."
"Fill in the blank: Choosing the most ________ option, he decided to postpone the meeting to meet his deadline. Hint: Starts with “e” and means “convenient but possibly improper”.","expedient expedient (ek-spee-dee-unt) adj. beneficial for one's goal n. a hastily prepared solution to a sudden problem"
"Name the vocab term: v. to speed up Hint: starts with “e”","expedite synonyms: accelerate, hasten, facilitate, quicken, speed up They hired more workers to expedite the construction process and finish ahead of schedule."
"Fill in the blank: He worked to ________ his guilt by volunteering at the local shelter. Hint: Starts with “e” and means “to atone for or make amends”.","expiate expiate (ek-spee-ate) v. to atone for wrongdoing"
"Name the vocab term: adj. made up on the spot, ad-libbed Hint: starts with “e”","extemporaneous synonyms: improvised, impromptu, unprepared, spontaneous, ad-libbed Her extemporaneous speech impressed the audience, despite being unplanned."
"Fill in the blank: The teacher ________ the student for her outstanding performance in the competition. Hint: Starts with “e” and means “praised highly”.","extolled extol (ik-stole) v. to praise"
"Name the vocab term: v. to make a guess based on facts; to conjecture Hint: starts with “e”","extrapolate synonyms: assume, hypothesize, infer, deduce, project Scientists used data from past experiments to extrapolate the likely outcome of the new test."
"Fill in the blank: It took hours to ________ the hiker from the thick underbrush. Hint: Starts with “e” and means “to free from difficulty”.","extricate extricate (ek-strih-kate) v. to disentangle, to break free from"
"Name the vocab term: n. a rude person n. a cheap person Hint: starts with “c”","churl synonyms: lout, oaf; miser, peasant, boor, clod, misanthrope The churl refused to hold the door open for the elderly woman. Known for his stinginess, the churl never tipped the waiter, no matter how good the service."
"Fill in the blank: Their journey took a ________ route through the countryside, avoiding the main highway. Hint: Starts with “c” and means “roundabout or indirect”.","circuitous circuitous (sir-cue-ih-tuss) adj. roundabout"
"Name the vocab term: v. to draw or contain in a circle v. to limit or restrain Hint: starts with “c”","circumscribe synonyms: mark off, bound, confine, limit, restrict, delineate The artist circumscribed the design with a fine, precise border. The new rules circumscribe the amount of time employees can spend on personal tasks during work hours."
"Fill in the blank: He was ________ in his dealings, always thinking through the consequences before making a move. Hint: Starts with “c” and means “cautious and unwilling to take risks”.","circumspect circumspect (sir-come-spekt) adj. prudent; cautious"
"Name the vocab term: v. to get around an obstacle Hint: starts with “c”","circumvent synonyms: avoid, bypass, dodge, evade, elude He found a clever way to circumvent the security system and access the restricted area."
"Fill in the blank: The lumberjack ________ the log in two with a single swing of his axe. Hint: Starts with “c” and means “split apart or clung to”.","cleaved cleave (kleev) v. to split or sever (e.g., with force) v. to cling loyally or emotionally"
"Name the vocab term: v. to isolate n. a place for religious isolation Hint: starts with “c”","cloister synonyms: secluded, monastery, convent, retreat She chose to cloister herself in her room to focus on writing. The monks lived in a quiet cloister, far removed from the bustle of the city."
"Fill in the blank: The blood began to ________ shortly after the injury. Hint: Starts with “c” and means “to thicken or clot”.","coagulate coagulate (koh-ag-yuh-late) v. to clot or solidify (for liquids)"
"Name the vocab term: v. to come together to form a single unit Hint: starts with “c”","coalesce synonyms: adhere, cling, merge, unite, combine The small towns coalesced into a single city over time."
"Fill in the blank: Her ________ argument persuaded everyone in the room. Hint: Starts with “c” and means “clear, logical, and convincing”.","cogent cogent (koh-djunt) adj. clear and convincing adj. relevant"
"Name the vocab term: v. to be logically connected to v. to stick to each other Hint: starts with “c”","cohere synonyms: adhere, conform, stick, bond, unite The ideas in the paper cohere well, making the argument easy to follow. After cooling, the molecules in the solution began to cohere and form a solid."
"Fill in the blank: The negotiators grew frustrated with the company's ________ stance on the contract terms. Hint: Starts with “i” and means “unwilling to compromise”.","intransigent intransigent (in-tran-suh-junt) adj. unwilling to compromise"
"Define: intrepid (in-trep-id)","adj. courageous The intrepid naturalist routinely braved storms and mudslides to document new species. Prefix: in- (meaning “not”), Root: trepid (from Latin trepidus, meaning “anxious” or “fearful”)"
"Define: intrinsic (in-trin-zik)","adj. related to an object's essence Unfortunately, some degree of inefficiency is intrinsic to all democracies. Prefix: intra- (meaning “within”), Root: secus (from Latin, meaning “following”)"
"Define: inure (in-your)","v. to become accustomed to something negative or unpleasant Nearby residents soon became inured to the noise from the construction project. Prefix: in- (meaning “in” or “into”), Root: ure (from Latin usus, meaning “use”)"
"Define: invective (in-vek-tiv)","adj. verbally abusive n. abusive or stern language What this debate needs is a little less invective and a little more substance. Prefix: in- (meaning “into”), Root: vehere (from Latin, meaning “to carry”)"
"Define: irrevocable (ih-rev-ih-kuh-bull)","adj. unable to be revoked; permanent The laws the king decreed were irrevocable even after he left the throne. Prefix: ir- (meaning “not”), Root: revocare (from Latin, meaning “to call back”), Suffix: -able (meaning “capable of”)"
"Define: jocular (jock-yuh-lur)","adj. related to jokes The boy was popular with his classmates due to his cheerful, jocular nature. Root: jocul (from Latin jocus, meaning “joke”), Suffix: -ar (forming adjectives)"
"Define: kernel (kur-null)","n. the central part of a situation or seed The kernel of the matter was that she didn't even know where to begin looking for a new house. Root: kern (from Old English cyrnel, meaning “seed” or “core”)"
"Define: lackluster (lack-luss-tur)","adj. not lively; not bright Tired from a long day, Susan gave a very lackluster performance during the dress rehearsal. Root: lack (meaning “absence”), Root: luster (from Latin lustrare, meaning “to illuminate”)"
"Define: refractory (rih-frack-tuh-ree)","adj. stubborn; difficult to treat or handle The doctors did not know how to deal with such a refractory infection. Prefix: re- (meaning “again”), Root: fract (from Latin frangere, meaning “to break”), Suffix: -ory (forming adjectives)"
"Define: regiment (redj-ih-munt)","n. a military unit of troops v. to enforce a strict order or conformity Four army regiments occupied the city last week. Root: regimen (from Latin, meaning “rule” or “system of order”)"
"Define: remonstrate (rih-mon-strehyt)","v. to protest Many special-interest groups remonstrated against the new legislation. Prefix: re- (meaning “again”), Root: monstrare (from Latin, meaning “to show”)"
"Define: remunerate (rih-mew-nuh-rehyt)","v. to compensate monetarily for trouble or work done Although they finally had to throw the computer out, Linda remunerated her friend for trying to fix it anyway. Prefix: re- (meaning “again”), Root: muner (from Latin munus, meaning “gift”), Suffix: -ate (forming verbs)"
"Define: render (ren-der)","v. to give, result in, or cause to become v. to do something for someone else His harsh words rendered her speechless. Root: rend (from Latin reddere, meaning “to give back”)"
"Define: repose (rih-poze)","n. peacefulness, rest v. to lie down or be stationary In the summer, she would often lie under the willow trees in complete repose. Prefix: re- (meaning “again”), Root: pose (from Latin pausare, meaning “to pause”)"
"Define: repudiate (rih-pew-dee-ehyt)","v. to renounce ownership or disown v. to refuse to recognize v. to reject as true The scientists who discovered the fossil were shocked when it was repudiated as a fake. Prefix: re- (meaning “again”), Root: pud (from Latin pudere, meaning “to be ashamed”), Suffix: -ate (forming verbs)"
"Define: reticent (rett-ih-sunt)","adj. not wanting to talk; reluctant When asked about the stolen vase, the maid was reticent even though she had seen the thief take it. Prefix: re- (meaning “again”), Root: ticere (from Latin, meaning “to be silent”)"
"Define: retiring (rih-tie-ring)","adj. shy; quiet During high school, Mary became so retiring that people sometimes didn't notice when they shared a class with her. Prefix: re- (meaning “again”), Root: tirer (from Old French, meaning “to draw”)"
"Define: revere (rih-veer)","v. to admire greatly; to honor The mayor was so revered by the village that every single man, woman, and child attended his funeral. Prefix: re- (meaning “again”), Root: vereri (from Latin, meaning “to respect”)"
"Define: platitude (plat-ih-tewd)","n. a cliché, dull, or unenlightening saying My father's favorite platitude was, “Winners never quit, quitters never win”. Root: plat (from French plat, meaning “flat”), Suffix: -itude (forming nouns indicating a state or condition)"
"Define: pliant (ply-unt)","adj. easy to change or bend adj. easy to convince The professor needed a particularly pliant mind for his brainwashing experiments. Root: pli (from Latin plicare, meaning “to fold”), Suffix: -ant (forming adjectives)"
"Name the vocab term: adj. courageous Hint: starts with “i”","intrepid synonyms: brave, heroic, fearless, dauntless, adventurous The intrepid explorer ventured into the uncharted jungle without hesitation."
"Fill in the blank: The desire to learn is ________ to human nature. Hint: Starts with “i” and means “belonging naturally”.","intrinsic intrinsic (in-trin-zik) adj. related to an object's essence"
"Name the vocab term: v. to become accustomed to something negative or unpleasant Hint: starts with “i”","inure synonyms: desensitize, familiarize, habituate, harden, acclimate, condition After years of working in harsh conditions, he became inured to the long hours and difficult tasks."
"Fill in the blank: The politician's speech was filled with ________ against his opponents. Hint: Starts with “i” and means “insulting or abusive language”.","invective invective (in-vek-tiv) adj. verbally abusive n. abusive or stern language"
"Name the vocab term: adj. unable to be revoked; permanent Hint: starts with “i”","irrevocable synonyms: unchangeable, unalterable, final, binding, immutable The decision to sell the house was irrevocable once the contract was signed."
"Fill in the blank: His ________ personality always lightened the mood at gatherings. Hint: Starts with “j” and means “fond of joking”.","jocular jocular (jock-yuh-lur) adj. related to jokes"
"Name the vocab term: n. the central part of a situation or seed Hint: starts with “k”","kernel synonyms: core, crux, essence, nucleus, heart At the kernel of the argument was a misunderstanding about expectations."
"Fill in the blank: The movie's ________ plot left the audience disappointed. Hint: Starts with “l” and means “dull or uninspired”.","lackluster lackluster (lack-luss-tur) adj. not lively; not bright"
"Name the vocab term: adj. stubborn; difficult to treat or handle Hint: starts with “r”","refractory synonyms: resistant, immune, unresponsive, obstinate, headstrong, intractable The refractory patient refused to follow the doctor's advice."
"Fill in the blank: The new manager ________ the office, ensuring that everyone followed the rules to the letter. Hint: Starts with “r” and means “strictly organized or controlled”.","regimented regiment (redj-ih-munt) n. a military unit of troops v. to enforce a strict order or conformity"
"Name the vocab term: v. to protest Hint: starts with “r”","remonstrate synonyms: argue, challenge, complain, dispute, object The workers remonstrated against the unfair treatment by organizing a strike."
"Fill in the blank: He was ________ handsomely for the extra hours he worked on the project. Hint: Starts with “r” and means “paid for work or service”.","remunerated remunerate (rih-mew-nuh-rehyt) v. to compensate monetarily for trouble or work done"
"Name the vocab term: v. to take forcibly, result in, or cause to become v. to do something for someone else Hint: starts with “r”","render synonyms: cause, become, execute; carry out, accomplish, provide, deliver, perform The accident rendered him unable to continue his athletic career. She rendered assistance to the elderly man struggling with his groceries."
"Fill in the blank: After a long day of work, he sought ________ in the quiet of his garden. Hint: Starts with “r” and means “rest or relaxation”.","repose repose (rih-poze) n. peacefulness n. rest"
"Name the vocab term: v. to renounce ownership or disown v. to refuse to recognize v. to reject as true Hint: starts with “r”","repudiate synonyms: reject, decline, disown, renounce, deny, abandon He repudiated his involvement in the scandal. The government repudiated the treaty after discovering the violation. She repudiated the claims made against her in court."
"Fill in the blank: He was ________ to share his opinions during the meeting. Hint: Starts with “r” and means “reserved or reluctant to speak”.","reticent reticent (rett-ih-sunt) adj. not wanting to talk; reluctant"
"Name the vocab term: adj. shy; quiet Hint: starts with “r”","retiring synonyms: bashful, unassuming, reserved, modest, introverted Despite his retiring demeanor, he was well-liked by his colleagues."
"Fill in the blank: The community ________ its elders for their wisdom and experience. Hint: Starts with “r” and means “deeply respected”.","revered revere (rih-veer) v. to admire greatly; to honor"
"Name the vocab term: n. a cliché, dull, or unenlightening saying Hint: starts with “p”","platitude synonyms: banality, cliché, triteness, overused expression, commonplace Her speech was full of empty platitudes that added nothing new to the discussion."
"Fill in the blank: He was so ________ that he often went along with whatever his friends suggested. Hint: Starts with “p” and means “easily bent or influenced”.","pliant pliant (ply-unt) adj. easy to change or bend adj. easy to convince"
"Define: poignant (poin-yunt)","adj. so emotionally intense as to be painful Watching her daughter wake up was particularly poignant for her mother who had worried by her bedside the whole night. Root: poign (from Latin pungere, meaning “to prick” or “to pierce”)"
"Define: polar (poe-lur)","adj. related to opposite extremes or sides The two were so different their personalities could be considered polar opposites. Root: pol (from Greek polos, meaning “axis” or “pivot”)"
"Define: polemic (puh-lem-ik)","adj. relating to or involving critical or disputatious argument n. a controversial argument As soon as the graduate student obtained her doctorate, she published a polemic refutation of her mentor's work. Root: polem (from Greek polemos, meaning “war” or “struggle”)"
"Define: ponderous (pon-dur-us)","adj. difficult to handle due to heaviness adj. requiring a lot of work The ponderous task was completed in no time, thanks to the large number of volunteers we had. Root: ponder (from Latin pondus, meaning “weight”); Suffix: -ous (forming adjectives, meaning “full of”)"
"Define: portend (pore-tend)","v. to foretell The witch claimed that the stormy weather portended the ruler's downfall. Prefix: por- (variant of pro-, meaning “forward”); Root: tend (from Latin tendere, meaning “to stretch”)"
"Define: posit (poz-it)","v. to assume as fact Some physicists posit that the universe will expand forever. Root: posit (from Latin ponere, meaning “to place” or “to put”)"
"Define: postulate (poss-chuh-lehyt)","v. to assume a basic truth Economic theory postulates limits on essential resources as the basis of human behavior. Root: postul (from Latin postulare, meaning “to demand”); Suffix: -ate (forming verbs, meaning “to make” or “to act”)"
"Define: bolster (bole-stur)","v. to support The candidate's campaign was bolstered by endorsements by several former military leaders. Root: bolster (from Old English bolster, meaning “a long, thick pillow”)"
"Define: bombastic (bom-bass-tick)","adj. inflated, arrogant The bombastic way in which the author described his new novel repulsed me. Root: bombast (from Middle French bombace, meaning “cotton padding”); Suffix: -ic (forming adjectives, meaning “pertaining to”)"
"Define: brood (brewd)","n. a group of offspring v. to worry over The hen protected her new brood from the farmer's inspection. Root: brood (from Old English brōd, meaning “offspring”)"
"Define: burgeon (burr-djun)","v. to grow or develop rapidly and flourish The burgeoning mass of bees was heading straight for the picnic. Root: burgeon (from Old French borjoner, meaning “to bud”)"
"Define: exacting (ig-zak-ting)","adj. making severe demands or requirements adj. requiring great care The exacting professor wanted a 15-page paper due the next day in class. Prefix: ex- (meaning “out”); Root: act (from Latin agere, meaning “to do”); Suffix: -ing (forming adjectives, indicating an action or result)"
"Define: rebuke (rih-byook)","v. to reprimand, to scold sharply The child was rebuked for stealing candy. Prefix: re- (meaning “again” or “back”); Root: buke (from Old French buker, meaning “to strike”)"
"Define: dulcet (duhl-sit)","adj. pleasant sounding or looking The dulcet tone of the musical parody contrasted sharply with its offensive lyrics. Root: dulc (from Latin dulcis, meaning “sweet”)"
"Define: toady (toh-dee)","n. a flatterer, a yes man The president was surrounded by toadies rather than people with honest criticisms. Root: toad (from Middle English tode, meaning “toad”); Suffix: -y (forming nouns, indicating a characteristic)"
"Define: gall (gawl)","n. audacity, impudence He had the gall to request a raise after it was discovered that he was calling in sick in order to play golf. Root: gall (from Old English gealla, meaning “bile”)"
"Define: cloying (kloi-ing)","adj. unpleasant due to excess; sickeningly sweet or sentimental Unfortunately, cloying romantic comedies are sure box-office hits, and so Hollywood continues to churn them out. Root: cloy (from Middle English cloyen, meaning “to hinder”); Suffix: -ing (forming adjectives, indicating an action or result)"
"Define: sully (suhl-ee)","v. to stain or tarnish the purity of Joe's reputation as an ethical CEO was sullied by his selfish actions during his company's merger. Root: sul (from Old French souillier, meaning “to soil”); Suffix: -y (forming verbs, indicating an action)"
"Define: defile (dih-fahyl)","v. to dirty, spoil, or dishonor v. to violate the chastity of The holy site was unwittingly defiled when the invaders, for whom it held no special meaning, used it as a stable. Prefix: de- (meaning “down” or “away”); Root: file (from Old French fil, meaning “thread”)"
"Define: pithy (pith-ee)","adj. concise and relevant Satya's pithy keynote speech was more enlightening than the endless lectures that had preceded it. Root: pith (from Old English piþa, meaning “essential part”); Suffix: -y (forming adjectives, indicating a characteristic)"
"Name the vocab term: adj. so emotionally intense as to be painful Hint: starts with “p”","poignant synonyms: agonizing, bitter; sharp, keen, touching, moving, heartrending The movie's poignant ending left many in the audience in tears."
"Fill in the blank: Their political views were ________, making compromise difficult. Hint: Starts with “p” and means “opposite in nature”.","polar polar (poe-lur) adj. related to opposite extremes or sides"
